596430.5,5651319,346.33,2.5395
596421.5,5651317,231.73,2.365
596407.6,5651315,272.76,2.4358
596393.8,5651313,254.15,2.4051
596385.1,5651308,353.83,2.5488
596369.6,5651332,239.28,2.3789
596377.2,5651339,212.63,2.3276
596389,5651347,144.2,2.159
596396.8,5651351,153.2,2.1853
596405.2,5651356,295.81,2.471
596394.6,5651372,181.29,2.2584
596387.8,5651369,215.44,2.3333
596378.9,5651364,250.07,2.3981
596369.3,5651358,179.81,2.2548
596357.5,5651353,220.56,2.3435
596338.6,5651378,286.84,2.4576
596346.7,5651384,419.36,2.6226
596354.9,5651388,273.73,2.4373
596363.1,5651393,201.07,2.3033
596373.1,5651399,295.21,2.4701
596365.4,5651418,211.63,2.3256
596355.8,5651413,194.34,2.2886
596347,5651407,185.18,2.2676
596337.7,5651401,274.94,2.4392
596327.3,5651394,263.7,2.4211
596305.3,5651426,270.22,2.4317
596314.3,5651428,361.2,2.5577
596326.6,5651430,289.09,2.461
596339.9,5651429,173.43,2.2391
596355,5651429,313.42,2.4961
