608745.8,5643566,330.26,2.5189
608743.8,5643552,170.79,2.2325
608741.3,5643540,744.45,2.8718
608739.3,5643525,239.78,2.3798
608738.1,5643511,227.20,2.3564
608720.4,5643517,642.38,2.8078
608724.2,5643526,149.38,2.1743
608728.7,5643539,536.09,2.7292
608730.1,5643551,262.46,2.4191
608734,5643564,105.40,2.0228
608714.8,5643577,453.03,2.6561
608710.7,5643568,119.96,2.0790
608706.6,5643555,161.15,2.2072
608702.9,5643545,520.69,2.7166
608697.1,5643527,365.23,2.5626
608671.2,5643531,121.44,2.0844
608675,5643542,305.05,2.4844
608679.3,5643554,331.90,2.5210
608682.4,5643567,311.04,2.4928
608686.5,5643582,260.38,2.4156
608678.6,5643598,457.03,2.6599
608668.5,5643590,331.27,2.5202
608661.2,5643581,363.27,2.5602
608657.2,5643574,334.54,2.5244
608652.2,5643562,416.43,2.6195
608631,5643567,210.62,2.3235
608634.2,5643580,239.55,2.3794
608639.6,5643590,331.83,2.5209
608645.1,5643601,190.83,2.2806
608649.3,5643616,178.08,2.2506
