590433.2,5661940,14.38,1.1578
590426.2,5661940,7.37,0.8675
590416.2,5661940,8.71,0.9400
590403.5,5661941,6.01,0.7789
590392.1,5661942,8.61,0.9350
590390.1,5661964,2.63,0.4200
590399.6,5661966,7.78,0.8910
590411.5,5661967,2.61,0.4166
590422.5,5661966,3.24,0.5105
590434.6,5661966,3.91,0.5922
590434.9,5661991,6.56,0.8169
590427.6,5661991,3.27,0.5145
590416.7,5661991,1.31,0.1173
590406.6,5661991,3.24,0.5105
590393.8,5661991,3.98,0.5999
590394.9,5662021,3.27,0.5145
590403.1,5662021,1.95,0.2900
590413.3,5662021,1.29,0.1106
590423.4,5662020,0.65,-0.1871
590436.2,5662019,1.96,0.2923
590436.5,5662041,6.09,0.7846
590429.6,5662041,8.51,0.9299
590418.8,5662041,3.29,0.5172
590408.3,5662042,2.61,0.4166
590395.7,5662043,3.25,0.5119
590395.1,5662076,3.81,0.5809
590406.1,5662076,1.93,0.2856
590415.9,5662076,0.65,-0.1871
590424.5,5662075,2.60,0.4150
590436.2,5662076,3.27,0.5145
