643590.4,5679570,3.83,1.3429
643561.2,5679605,3.32,1.2
643557.9,5679632,11.64,2.4544
643580.7,5679613,2.25,0.8109
643611.5,5679575,2.18,0.7793
643619.6,5679596,0,#NUM!
643587.2,5679629,2.53,0.9282
643581.8,5679660,13.33,2.59
643601.7,5679636,2.16,0.7701
643638.8,5679595,6.08,1.805
643650.6,5679616,4.4,1.4816
643620.1,5679652,0,#NUM!
643613.3,5679685,6.7,1.9021
643636.6,5679660,6.49,1.8703
643671.1,5679626,3.14,1.1442
643603.8,5679542,2.64,0.9708
643577.1,5679588,0.96,-0.0408
643547.4,5679620,5.79,1.7561
643565.1,5679626,0,#NUM!
643599.7,5679589,4.87,1.5831
643628.9,5679585,1.2,0.1823
643604.8,5679613,0,#NUM!
643571.2,5679646,19.69,2.9801
643590.5,5679648,1.3,0.2624
643624.6,5679610,0.74,-0.3011
643657,5679607,1.23,0.207
643639.8,5679630,0.52,-0.6539
643601.2,5679675,4.22,1.4398
643621.1,5679677,8.71,2.1645
643652.9,5679646,1.03,0.0296
643621,5679608.1,1.03,0.0296
643621.1,5679608.1,1.63,0.4886
643621.2,5679608.1,1.77,0.571
643621.3,5679608.1,1.12,0.1133
643621.4,5679608.1,1.23,0.207
643621.5,5679608.1,0.8,-0.2231
643621.6,5679608.1,0.78,-0.2485
643621.7,5679608.1,1.51,0.4121
643621.8,5679608.1,1.48,0.392
643621.9,5679608.1,2.66,0.9783
643621,5679608.2,2.13,0.7561
643621.1,5679608.2,1.28,0.2469
643621.2,5679608.2,4.32,1.4633
643621.3,5679608.2,2.05,0.7178
643621.4,5679608.2,0,#NUM!
643621.5,5679608.2,1,0
643621.6,5679608.2,2.06,0.7227
643621.7,5679608.2,1.46,0.3784
643621.8,5679608.2,3.18,1.1569
643621.9,5679608.2,2.94,1.0784
643621,5679608.3,1.08,0.077
643621.1,5679608.3,1.3,0.2624
643621.2,5679608.3,1.52,0.4187
643621.3,5679608.3,1.06,0.0583
643621.4,5679608.3,3.15,1.1474
643621.5,5679608.3,2.15,0.7655
643621.6,5679608.3,0.53,-0.6349
643621.7,5679608.3,0.76,-0.2744
643621.8,5679608.3,1.7,0.5306
643621.9,5679608.3,3.25,1.1787
643621,5679608.4,0.98,-0.0202
643621.1,5679608.4,1.77,0.571
643621.2,5679608.4,1.04,0.0392
643621.3,5679608.4,0.74,-0.3011
643621.4,5679608.4,1.38,0.3221
643621.5,5679608.4,0.56,-0.5798
643621.6,5679608.4,1.72,0.5423
643621.7,5679608.4,2.24,0.8065
643621.8,5679608.4,2.82,1.0367
643621.9,5679608.4,0.52,-0.6539
643621,5679608.5,0.52,-0.6539
643621.1,5679608.5,1.84,0.6098
643621.2,5679608.5,1.21,0.1906
643621.3,5679608.5,1.22,0.1989
643621.4,5679608.5,1.51,0.4121
643621.5,5679608.5,1.24,0.2151
643621.6,5679608.5,1.54,0.4318
643621.7,5679608.5,0.25,-1.3863
643621.8,5679608.5,1.52,0.4187
643621.9,5679608.5,4.35,1.4702
643621,5679608.6,1.54,0.4318
643621.1,5679608.6,0.96,-0.0408
643621.2,5679608.6,1.25,0.2231
643621.3,5679608.6,2.05,0.7178
643621.4,5679608.6,1.92,0.6523
643621.5,5679608.6,2.17,0.7747
643621.6,5679608.6,1.75,0.5596
643621.7,5679608.6,1.25,0.2231
643621.8,5679608.6,1.76,0.5653
643621.9,5679608.6,3.26,1.1817
643621,5679608.7,0.98,-0.0202
643621.1,5679608.7,2.79,1.026
643621.2,5679608.7,1.46,0.3784
643621.3,5679608.7,1.21,0.1906
643621.4,5679608.7,2.73,1.0043
643621.5,5679608.7,3.84,1.3455
643621.6,5679608.7,2.61,0.9594
643621.7,5679608.7,2.25,0.8109
643621.8,5679608.7,1.25,0.2231
643621.9,5679608.7,3.75,1.3218
643621,5679608.8,1.54,0.4318
643621.1,5679608.8,2.33,0.8459
643621.2,5679608.8,2.62,0.9632
643621.3,5679608.8,2.49,0.9123
643621.4,5679608.8,2.42,0.8838
643621.5,5679608.8,1.95,0.6678
643621.6,5679608.8,1.21,0.1906
643621.7,5679608.8,2.66,0.9783
643621.8,5679608.8,3.73,1.3164
643621.9,5679608.8,3.82,1.3403
643621,5679608.9,2.18,0.7793
643621.1,5679608.9,0.51,-0.6733
643621.2,5679608.9,2.45,0.8961
643621.3,5679608.9,4.07,1.4036
643621.4,5679608.9,2.64,0.9708
643621.5,5679608.9,2.75,1.0116
643621.6,5679608.9,2.14,0.7608
643621.7,5679608.9,7.59,2.0268
643621.8,5679608.9,3.73,1.3164
643621.9,5679608.9,3.83,1.3429
643621,5679609,2.19,0.7839
643621.1,5679609,1.89,0.6366
643621.2,5679609,1.71,0.5365
643621.3,5679609,3.86,1.3507
643621.4,5679609,3.58,1.2754
643621.5,5679609,3.35,1.209
643621.6,5679609,2.2,0.7885
643621.7,5679609,3.13,1.141
643621.8,5679609,4.4,1.4816
643621.9,5679609,5.12,1.6332
