600022.3,5651450,25.12,1.4
600054.6,5651454,10.39,1.0166
600084,5651458,17.08,1.2325
600114.7,5651467,2.41,0.382
600141.6,5651469,9.01,0.9547
600148,5651450,8.25,0.9165
600117.6,5651447,4.05,0.6075
600068.5,5651440,8.19,0.9133
600039.2,5651436,15.65,1.1945
600015.4,5651430,20.96,1.3214
600022.6,5651416,9.17,0.9624
600048.7,5651418,5.6,0.7482
600081.1,5651421,9.13,0.9605
600117.9,5651424,16.11,1.2071
600143.9,5651427,3.17,0.5011
600146,5651415,1.58,0.1987
600116.6,5651412,4.04,0.6064
600085.3,5651406,3.96,0.5977
600059.7,5651402,16.45,1.2162
600029.2,5651396,20.19,1.3051
600030.3,5651389,4.15,0.618
600047.7,5651393,2.47,0.3927
600072.4,5651395,0.81,-0.0915
600094.1,5651399,0.81,-0.0915
600135.9,5651405,6.56,0.8169
600143,5651390,7.92,0.8987
600119.2,5651387,5.51,0.7412
600084.3,5651384,3.25,0.5119
600055.7,5651382,1.63,0.2122
600031.4,5651378,4.06,0.6085
