554906.5,5648821,171.81,2.2350
554893.4,5648832,375.70,2.5748
554878.8,5648847,223.99,2.3502
554868.4,5648862,65.11,1.8136
554860.7,5648876,2273.91,3.3568
554878.6,5648895,464.09,2.6666
554886.7,5648887,36.03,1.5567
554898.4,5648869,195.40,2.2909
554912.4,5648850,108.96,2.0373
554925.6,5648832,29.61,1.4714
554941.3,5648839,34.18,1.5338
554930.8,5648852,146.35,2.1654
554917.7,5648869,256.13,2.4085
554904.8,5648886,17.91,1.2531
554891.6,5648905,171.75,2.2349
554908.6,5648916,266.80,2.4262
554918.3,5648905,63.45,1.8024
554928.8,5648887,130.67,2.1162
554938,5648873,91.64,1.9621
554952.7,5648862,88.49,1.9469
554963,5648874,31.12,1.4930
554953.5,5648885,43.71,1.6406
554944.5,5648900,41.77,1.6209
554938.9,5648914,110.34,2.0427
554928.5,5648932,166.02,2.2202
554941.7,5648941,156.87,2.1955
554950.7,5648930,77.25,1.8879
554958.9,5648918,80.27,1.9046
554965.1,5648909,75.51,1.8780
554976.4,5648889,9.72,0.9877
