555356.6,5649854,11.32,2.4266
555352.5,5649852,12.47,2.5233
555348.7,5649851,13.88,2.6304
555344.7,5649849,26.14,3.2635
555339.4,5649846,28.19,3.339
555333.7,5649854,15.25,2.7246
555339.9,5649858,9.09,2.2072
555344.2,5649861,4.78,1.5644
555349.7,5649863,6.33,1.8453
555355.4,5649866,14.91,2.702
555352.2,5649870,7.29,1.9865
555347.9,5649869,7.25,1.981
555342.9,5649866,5.61,1.7246
555336.6,5649863,5.55,1.7138
555331.8,5649861,4.07,1.4036
555329.1,5649868,4.15,1.4231
555334.1,5649871,9.62,2.2638
555338.4,5649874,7.14,1.9657
555342.6,5649874,7.09,1.9587
555348.3,5649879,10.72,2.3721
555346.7,5649885,19.94,2.9927
555342,5649882,13.65,2.6137
555336.3,5649879,12.29,2.5088
555331.5,5649877,10.65,2.3656
555325.8,5649876,14.14,2.649
555324.8,5649886,5.63,1.7281
555327.8,5649889,7.38,1.9988
555332.4,5649890,9,2.1972
555338.1,5649895,10.76,2.3758
555341.9,5649896,19.27,2.9585
